drug_name,num_motifs,motifs
abiraterone,1,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12
febuxostat,4,Cc1cscn1 | N#Cc1ccccc1 | CC(C)C | O=CO
pomalidomide,2,O=C1CCCC(=O)N1 | Nc1cccc2c1C(=O)NC2=O
posaconazole,7,CCCC(C)O | O=C1N=CN=N1 | c1ccccc1 | C1CNCCN1 | c1ccccc1 | C1CCOC1 | Fc1cccc(F)c1
ospemifene,3,ClCCCc1ccccc1 | c1ccc(Cc2ccccc2)cc1 | CCO
temsirolimus,7,CC1=CC=CC=CC(C)CC(C)C(=O)CC(O)C(C)=CC(C)C(=O)CCOC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1)CCC2C | CCC | C1CCCCC1 | CO | CC(C=O)(CO)CO | CO | CO
atazanavir,9,CC(C)(C)CC=O | CCC(O)CN(C)NC(=O)CC(C)(C)C | c1ccccc1 | c1ccccc1 | c1ccncc1 | C=O | CO | C=O | CO
palonosetron,2,O=C1NCC2CCCc3cccc1c32 | C1CN2CCC1CC2
eplerenone,3,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312 | C=O | CO
ezetimibe,5,Oc1ccccc1 | O=C1CCN1 | Fc1ccccc1 | CCCO | Fc1ccccc1
ertapenem,6,CC1C(S)=C(C(=O)O)N2C(=O)CC12 | C1CCNC1 | C=O | c1ccccc1 | O=CO | CCO
aprepitant,7,CC | c1ccccc1 | FC(F)F | FC(F)F | C1COCCN1 | O=c1nc[nH][nH]1 | Fc1ccccc1
conivaptan,6,Cc1nc2c([nH]1)CCNc1ccccc1-2 | C=O | c1ccccc1 | C=O | c1ccccc1 | c1ccccc1
entecavir,2,C=C1CCC(O)C1 | CO
clevidipine,5,CCCC=O | OCO | CC1=C(C=O)CC(C=O)=C(C)N1 | Clc1ccccc1Cl | CO
solifenacin,3,C1CN2CCC1CC2 | C=O | c1ccc(C2NCCc3ccccc32)cc1
bazedoxifene,5,c1ccccc1 | CC | C1CCCNCC1 | Oc1ccccc1 | CC(=O)O
asenapine,1,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
cinacalcet,5,CC | c1ccc2ccccc2c1 | CCC | c1ccccc1 | FC(F)F
lubiprostone,3,CCCCC(F)F | O=C1CC2CCC(O)OC2C1 | CCCCCCC(=O)O
methyl.aminolevulinate,2,CO | NCC(=O)CCC=O
sevelamer,3,C=CCN | C1CO1 | CCl
colesevelam,8,CCCCCCCCCC | C=CC | C[N+](C)C | CCCCCC | C=CC | C=CCN | C1CO1 | CCl
tipranavir,7,CCC | CCCC1=C([O-])OCCC1=O | c1ccccc1 | O=[SH](=O)c1ccccn1 | FC(F)F | CC | c1ccccc1
anidulafungin,10,CCCCC | c1ccccc1 | c1ccccc1 | c1ccccc1 | C=O | CC1CN2C(=O)CNC(=O)CNC(=O)C3CC(O)CN3C(=O)CNC(=O)CCC(O)C(O)NC(=O)C2C1O | CCO | OCCO | Oc1ccccc1 | CCO
lanthanum.carbonate,3,O=C([O-])[O-] | O=C([O-])[O-] | O=C([O-])[O-]
varenicline,1,c1cnc2cc3c(cc2n1)C1CNCC3C1
erlotinib,6,CO | CC | c1ccc2ncncc2c1 | C#Cc1ccccc1 | CC | CO
etravirine,3,Cc1cc(C)cc(C#N)c1 | Nc1ncncc1Br | N#Cc1ccccc1
gadobenic.acid,12,CN | CC(O)C(O)C(O)C(O)CO | CN | CC(O)C(O)C(O)C(O)CO | c1ccccc1 | CCC(=O)[O-] | CC | CC | CC(=O)[O-] | CC(=O)[O-] | CC(=O)[O-] | CC(=O)[O-]
ambrisentan,5,Cc1cc(C)ncn1 | CCC(=O)O | c1ccccc1 | c1ccccc1 | CO
dronedarone,8,CCCC | c1ccc2occc2c1 | C[SH](=O)=O | C=O | c1ccccc1 | CCC | CCCC | CCCC
ramelteon,2,CCC=O | CCC1CCc2ccc3c(c21)CCO3
lapatinib,5,CCS(C)(=O)=O | c1ccoc1 | c1ccc2ncncc2c1 | Clc1ccccc1 | Fc1ccccc1
dabigatran.etexilate,7,CCCCCC | NC(=NC=O)c1ccccc1 | Cn1cnc2ccccc21 | C=O | CCC=O | CC | c1ccncc1
darunavir,6,CC(C)C | CCC(C)O | c1ccccc1 | C=O | C1CC2CCOC2O1 | Nc1ccc([SH](=O)=O)cc1
lurasidone,4,C1CCCCC1 | C1CNCCN1 | c1ccc2sncc2c1 | O=C1NC(=O)C2C3CCC(C3)C12
aliskiren,6,CC(C)C(C)CC(N)C(O)CC(C=O)C(C)C | c1ccccc1 | CO | CCC | CO | CC(C)(C)C(N)=O
sitaxentan,4,Cc1ccc2c(c1)OCO2 | CC=O | O=[SH](=O)c1ccsc1 | Cc1nocc1Cl
tolvaptan,5,Cc1ccccc1 | C=O | Cc1ccccc1 | C=O | OC1CCCNc2ccc(Cl)cc21
sorafenib,7,CN | C=O | c1ccncc1 | c1ccccc1 | C=O | Clc1ccccc1 | FC(F)F
lenalidomide,2,O=C1CCCC(=O)N1 | Nc1cccc2c1CNC2=O
lasofoxifene,4,C1CCNC1 | CC | Oc1ccc2c(c1)CCCC2c1ccccc1 | c1ccccc1
regadenoson,4,CN | C=O | OC1COCC1O | CO
lacosamide,4,CC=O | CCC=O | CO | c1ccccc1
sulfamethoxazole.and.trimethoprim,7,Cc1ccno1 | Nc1ccc([SH](=O)=O)cc1 | CO | c1ccccc1 | CO | CO | Nc1ccnc(N)n1
gadoversetamide,11,CO | CC | CC=O | CC | CC | CC=O | CC | CO | CC(=O)[O-] | CC(=O)[O-] | CC(=O)[O-]
ciclesonide,4,CC(C)C=O | CC=O | CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC1OCOC12 | C1CCCCC1
roflumilast,5,C1CC1 | c1ccccc1 | C=O | Clc1cncc(Cl)c1 | OC(F)F
micafungin,11,CCCCC | c1ccccc1 | c1cnoc1 | c1ccccc1 | C=O | CC1CN2C(=O)CNC(=O)CNC(=O)C3CC(O)CN3C(=O)CNC(=O)CCC(O)C(O)NC(=O)C2C1O | CCO | OCCO | Oc1ccccc1 | O=S(=O)(O)O | NC(=O)CCO
maraviroc,6,C1CC2CCC(C1)N2 | CCC | c1ccccc1 | C=O | FC1(F)CCCCC1 | CCC
nilotinib,6,Cc1ccccc1 | C=O | c1ccccc1 | FC(F)F | c1cncnc1 | c1ccncc1
silodosin,7,CCC | c1ccc2c(c1)CCN2 | NC=O | CCCO | CC | c1ccccc1 | CC(F)(F)F
bedaquiline,6,CNC | CCC(C)O | c1ccc2ccccc2c1 | c1ccccc1 | Brc1ccc2ncccc2c1 | CO
rilpivirine,4,Cc1cc(C)cc(C)c1 | c1cncnc1 | N#Cc1ccccc1 | CC#N
telaprevir,9,CCCCC(=O)C=O | C1CC1 | C=O | C1CC2CNCC2C1 | CC(C)(C)CC=O | CC=O | C1CCCCC1 | C=O | c1cnccn1
prucalopride,5,CO | CCC | C1CCNCC1 | C=O | Nc1c(Cl)ccc2c1CCO2
pimecrolimus,6,CC | CCC1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC(C)CC(C)=CCC(=O)CC(O)C1C)CCC2C | CC1CCC(Cl)CC1 | CO | CO | CO
dasatinib,6,Cc1cccc(Cl)c1 | C=O | c1cscn1 | Cc1ncccn1 | C1CNCCN1 | CCO
salmeterol.and.fluticasone,9,CCC=O | CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1 | O=CSCF | c1ccccc1 | CCCC | CCCCCC | CCO | Oc1ccccc1 | CO
vandetanib,4,CN1CCCCC1 | c1ccc2ncncc2c1 | Fc1cccc(Br)c1 | CO
glatiramer.acetate,6,CC(N)C(=O)O | CC(=O)O | Oc1ccccc1 | CC(N)C(=O)O | NCCCCC(N)C(=O)O | NC(CCC(=O)O)C(=O)O
porfimer.sodium,3,CC | CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc4C)cc4[nH]c(cc1n2)cc4C)C(C)=C3CCC(=O)O | CCO
axitinib,5,CN | C=O | c1ccccc1 | Cc1n[nH]c2ccccc12 | Cc1ccccn1
sunitinib,6,CC | CC | CC | C=O | Cc1cc(C)c(C)[nH]1 | O=C1Cc2cc(F)ccc2N1
sitagliptin,4,c1nnc2n1CCNC2 | FC(F)F | CC(N)CC=O | Fc1ccc(F)c(F)c1
erythropoietin,1,O=CCC(O)C=O
entacapone,4,CC | CC | N#CCC=O | Cc1cc(O)c(O)c([N+](=O)[O-])c1
tolcapone,3,Cc1ccccc1 | C=O | O=[N+]([O-])c1cccc(O)c1O
vildagliptin,3,N#CC1CCCN1 | CC=O | OC12CC3CC(CC(C3)C1)C2
lamivudine.and.abacavir,5,C1CC1 | C1=CCCC1 | CO | C1CSCO1 | CO
elvitegravir,4,CC(C)CCO | CO | Fc1ccccc1Cl | O=CO
dacarbazine,1,CN(C)NN=C1N=CN=C1C(N)=O
bosutinib,6,CN1CCNCC1 | CCC | N#Cc1cnc2ccccc2c1 | Clc1cccc(Cl)c1 | CO | CO
sulfasalazine,2,c1ccncc1 | O=C(O)C1=CC(=NNc2ccc([SH](=O)=O)cc2)C=CC1=O
rifabutin,4,CC1=CC=CC(C)C(O)C(C)C(O)C(C)CC(C)CC=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(NC1=O)C4=O | CC(C)C | CC=O | CO
methylnaltrexone.bromide,2,C[N+]1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5 | C1CC1
verteporfin,6,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)cc4C)C1(C)CC(C=O)=CC=C31 | CO | C=O | CO | CCC=O | CO
olsalazine,2,O=C(O)C1=CC(=NNc2ccc(O)cc2)C=CC1=O | O=CO
mifamurtide,12,CCCCCCCCCCCCCCCC=O | CCC | O=P(O)(O)O | CC | CCC=O | NC(=O)CCCC=O | CCC=O | CCC=O | OC1CCC(O)OC1 | CO | CC=O | CCCCCCCCCCCCCCCC=O
tegaserod,2,CCCCCN=C(N)NNC=C1C=Nc2ccccc21 | CO
ofatumumab,2,C1=CC(=C2N=c3cnc4c(c3=N2)COCC4)NO1 | O=P(O)(O)O
deferasirox,2,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccccc2)N1 | O=CO
gadobutrol,5,C1CNCCNCCNCCN1 | CC(=O)[O-] | CC(=O)[O-] | OCCC(O)CO | CC(=O)[O-]
radium.(223Ra).dichloride,0,
eribulin,3,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8CCOC8CC8OC(CCC1O2)CC(C)C8=C)OC7C6O3)C5O4 | CO | CC(O)CN
auranofin,7,CC[PH+](CC)CC | CC[PH+](CC)CC | CC=O | [SH2+]C1CCCCO1 | CC=O | CC=O | CC=O
tapentadol,3,CCCC(C)C | Oc1ccccc1 | CNC
tafluprost,6,CCC | CCCCC=O | CC | CC1CC(O)CC1O | CC(C)(F)F | c1ccccc1
indacaterol,5,CC | c1ccc2c(c1)CCC2 | CCO | O=c1ccc2cccc(O)c2[nH]1 | CC
rivaroxaban,5,O=C1COCCN1 | c1ccccc1 | O=C1NCCO1 | C=O | Clc1cccs1
ivermectin,12,CCCC | CC1=CCC2CC(CC3(CCC(C)CO3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O | CC1CCCCO1 | CC1OCCCC1O | CO | CO | CC1=CCC2CC(CC3(CCC(C)CO3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O | CC1CCCCO1 | CC1OCCCC1O | CO | CO | CCC
saccharated.iron.oxide,5,CO | OC1COCC(O)C1O | OC1COCC1O | CO | CO
leuprorelin,16,CC | C=O | C1CCNC1 | NC(N)=NCCCCC=O | CC(C)CCC=O | CC(C)CCC=O | CCC=O | Oc1ccccc1 | O=CCCO | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | C1=NC=NC1 | C=O | O=C1CCCN1 | CC(=O)O
vilazodone,5,C1CNCCN1 | CCCC | N#Cc1ccc2[nH]ccc2c1 | c1ccc2occc2c1 | NC=O
ceftobiprole.medocaril,4,C1CCNC1 | O=C1CCCN1 | CC1=C(C(=O)O)N2C(=O)CC2SC1 | NC1=NC(=C(C=O)N=O)NS1
prasugrel,5,CC=O | c1cc2c(s1)CCNC2 | CC=O | Fc1ccccc1 | C1CC1
fesoterodine,7,CC(C)C=O | c1ccccc1 | CO | CCC | CCC | CCC | c1ccccc1
belinostat,3,c1ccccc1 | Cc1cccc([SH](=O)=O)c1 | CC(=O)NO
ingenol.mebutate,3,CC | CCC=O | CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1)C1C(CC3C)C1(C)C
tasimelteon,3,CCC=O | C1CC1 | c1ccc2c(c1)CCO2
olodaterol,5,CC(C)C | c1ccccc1 | CO | CCO | O=C1COc2ccc(O)cc2N1
ceftaroline.fosamil,5,CC | O=CC(=NO)c1nsc(NP(=O)([O-])O)n1 | O=C(O)C1=C(S)CSC2CC(=O)N12 | c1cscn1 | C[n+]1ccccc1
cabazitaxel,10,CC1=C2CC(=O)C3(C)CCC4OCC4C3CC(O)(CC1)C2(C)C | CC(O)C=O | c1ccccc1 | C=O | CC(C)C | C=O | c1ccccc1 | CC=O | CO | CO
dalteparin,6,OC1CCOC(O)C1 | NS(=O)(=O)O | OC1CCOCC1O | O=CO | O=S(=O)(O)O | O=S(=O)(O)O
tofacitinib,4,CC1CCNCC1 | CN | c1ncc2cc[nH]c2n1 | N#CCC=O
eltrombopag,2,Cc1ccccc1C | O=CO
fluticasone.furoate,4,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1 | O=CSCF | C=O | c1ccoc1
mirabegron,6,c1ccccc1 | CCO | CC | c1ccccc1 | CC=O | Nc1nccs1
avanafil,7,CO | Clc1ccccc1 | c1cncnc1 | C=O | c1cncnc1 | C1CCNC1 | CO
ticagrelor,5,CCC | C1CC1 | Fc1ccccc1F | OC1CCCC1O | CCO
dapagliflozin,5,CC | c1ccccc1 | Clc1ccccc1 | OC1COCC(O)C1O | CO
apremilast,6,CC | c1ccccc1 | CCS(C)(=O)=O | O=C1NC(=O)c2ccccc21 | CC=O | CO
perampanel,3,c1ccccc1 | N#Cc1ccccc1 | c1ccncc1
vernakalant,6,CO | c1ccccc1 | CC | C1CCCCC1 | OC1CCNC1 | CO
pasireotide,9,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CN1 | c1ccccc1 | c1ccccc1 | c1ccccc1 | CCCCN | c1ccc2[nH]ccc2c1 | c1ccccc1 | C=O | CCN
vortioxetine,3,Cc1cccc(C)c1 | c1ccccc1 | C1CNCCN1
vorapaxar,5,CC | C=O | CC1OC(=O)C2CC3CCCCC3C(C)C12 | Cc1ccccn1 | Fc1ccccc1
linagliptin,3,CC#CC | NC1CCCNC1 | Cc1ncnc2ccccc12
flutemetamol.(18F),3,CN | Fc1ccccc1 | Oc1ccc2ncsc2c1
pazopanib,4,Cc1ccccc1S(N)(=O)=O | c1cncnc1 | CN | Cc1c2ccccc2nn1C
afatinib,6,CNC | CC | CC=O | c1ccc2ncncc2c1 | Fc1ccccc1Cl | C1CCOC1
apixaban,5,CO | c1ccccc1 | c1ccccc1 | O=C1CCCCN1 | NC=O
boceprevir,7,CC1(C)C2CNCC21 | CC(C)(C)CC=O | C=O | CC(C)C | C=O | CCC(=O)C(N)=O | C1CCC1
lorcaserin,1,CC1CNCCc2ccc(Cl)cc21
glycerol.phenylbutyrate,7,c1ccccc1 | CCCC=O | CCC | CCCC=O | c1ccccc1 | CCCC=O | c1ccccc1
regorafenib,7,CN | C=O | c1ccncc1 | Fc1ccccc1 | C=O | Clc1ccccc1 | FC(F)F
aclidinium.bromide,6,C1C[N+]2CCC1CC2 | O=CCO | c1ccsc1 | c1ccsc1 | CCC | c1ccccc1
tedizolid,5,Cn1ncnn1 | c1ccncc1 | Fc1ccccc1 | O=C1NCCO1 | CO
riociguat,5,CN | Nc1cc(N)ncn1 | Fc1ccccc1 | C=O | CO
umeclidinium.bromide,6,C1C[N+]2CCC1CC2 | CO | c1ccccc1 | c1ccccc1 | CC | c1ccccc1
eliglustat,4,CCCCCCCC=O | CCCO | C1CCNC1 | c1ccc2c(c1)OCCO2
carfilzomib,9,CC(C)CCC=O | CC1CO1 | CCC=O | c1ccccc1 | CC(C)CCC=O | CCCC=O | c1ccccc1 | CC=O | C1COCCN1
crizotinib,4,CC | Fc1ccc(Cl)cc1Cl | Nc1ccccn1 | C1CCNCC1
lisdexamfetamine,5,CCC | c1ccccc1 | NCCCCC(N)C=O | CS(=O)(=O)O | CS(=O)(=O)O
trametinib,4,Fc1cccc(I)c1 | c1ccccc1 | CC=O | C1CC1
empagliflozin,5,C1CCOC1 | c1ccccc1 | Clc1ccccc1 | OC1COCC(O)C1O | CO
ulipristal,4,CC=O | CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2O | c1ccccc1 | CNC
enzalutamide,6,CC1(C)NC(=S)NC1=O | Fc1ccccc1 | C=O | CN | N#Cc1ccccc1 | FC(F)F
macitentan,6,CCC | NS(N)(=O)=O | c1cncnc1 | CC | Brc1cncnc1 | Brc1ccccc1
simeprevir,7,Cc1cccc2cccnc12 | CN1CCCCC=CC2CC2NC(=O)C2CCCC2C1=O | C=O | O=[SH](=O)C1CC1 | c1cscn1 | CCC | CO
ibrutinib,4,C=CC=O | C1CCNCC1 | c1ccccc1 | c1ccccc1
daptomycin,13,CCCCCCCCCC=O | CCC=O | c1ccc2[nH]ccc2c1 | NC(=O)CCC=O | O=CCCC(=O)O | CC1CC(=O)NCC(=O)NCC(=O)NCC(=O)NC(C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O1 | CCCN | CC(=O)O | CC(=O)O | CO | CCCC(=O)O | CC=O | Nc1ccccc1
oritavancin,10,CC1OCCC(C)(N)C1O | O=C1CC(O)c2ccc(c(Cl)c2)Oc2cc3cc(c2)C(NC(=O)CN1)C(=O)NC1C(=O)NC(C(=O)NC(C(=O)O)c2cc(O)cc(O)c2-c2cc1ccc2O)C(O)c1ccc(c(Cl)c1)O3 | CC(N)=O | CC(C)CCC=O | CN | OC1CCOCC1O | CO | CC1CCOC(C)C1O | c1ccccc1 | Clc1ccccc1
secretin,33,CC(C)CCC=O | CC(C)CC(=O)O | CC=O | NC(=O)CCCC=O | CC(C)CCC=O | CC(C)CCC=O | CCCCC=O | N=C(N)N | NC(=O)CCCC=O | CC(C)CCC=O | CCCCC=O | N=C(N)N | CCC=O | O=CCCO | O=CCCC(=O)O | CCCCC=O | N=C(N)N | CC(C)CCC=O | CCCCC=O | N=C(N)N | O=CCCO | CC(C)CCC=O | O=CCCCC(=O)O | O=CCCO | CC(O)CC=O | CCC=O | c1ccccc1 | CC(O)CC=O | CC=O | O=CCCC(=O)O | O=CCCO | CC(N)C=O | c1c[nH]cn1
pegvisomant,53,CCCC | CC1NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CCSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O | CO | CC(C)C | Oc1ccccc1 | CCC(N)=O | CC(C)C | CCC(=O)O | CC(N)=O | Oc1ccccc1 | C=O | NC(=O)CCC(=O)O | C=O | CC=O | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CC=O | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CCC=O | Oc1ccccc1 | CC(O)CC=O | C1CCNC1 | C=O | NCCCCCC=O | CC(O)CC(=O)O | CCC | CC(C)C | Oc1ccccc1 | CC(C)C | CCC(=O)O | CCC | CC(C)C | c1c[nH]cn1 | CO | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCCC=O | NC(=O)CCC=O | CC(C)CC=O | CC(N)C=O | c1ccccc1 | CO | CCO | NC(=O)CCCC=O | O=CCCCC(=O)O | CC(C)CC=O | CCC(C)CC=O | NCC=O
teriparatide,43,CCC(C)CC=O | NC(=O)CCCC=O | CC(C)CCC=O | CCCC=O | CS | CCC=O | c1c[nH]cn1 | NC(=O)CCC=O | CC(C)CCC=O | CC=O | NCCCCCC=O | CCC=O | c1c[nH]cn1 | CC(C)CCC=O | NC(=O)CCC=O | O=CCCO | CCCC=O | CS | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CC(C)CC=O | O=CCCCC(=O)O | CCC=O | c1ccc2[nH]ccc2c1 | CC(C)CCC=O | CCCCC=O | N=C(N)N | NCCCCCC=O | NCCCCCC=O | CC(C)CCC=O | NC(=O)CCCC=O | O=CCCC(=O)O | CC(C)CC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCC=O | CCC(=O)O | c1ccccc1 | O=CCCCC(=O)O | O=CCCO | CC(C)CC=O | NC(C=O)CO
ziconotide,19,CC1NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(N)CSSCC2NC(=O)C3CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCC(NC(=O)CNC1=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N3)NC(=O)CNC(=O)CNC(=O)CNC2=O | CCCCN | CCCCN | CO | CCO | CO | CCC | N=C(N)N | CC(C)C | CC | CS | Oc1ccccc1 | CC(=O)O | NC=O | CCCCN | CO | CCC | N=C(N)N | CCCCN
desirudin,64,CCCC | O=C1CCSSCC2NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC2=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1 | CCC | CC(N)=O | CO | CCC(=O)O | CC(C)CCC=O | C=O | O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1 | CC(C)C | CC(N)=O | CCC(N)=O | CO | CCC(=O)O | CCO | O=CCCC(=O)O | CC(O)CC=O | CCC=O | Oc1ccccc1 | CC(C)CC=O | CC(C)C(N)C=O | CCCCN | CC(N)=O | CCC(N)=O | C=O | CC(C)CC=O | CC(O)CC=O | CC=O | O=CCCCC(=O)O | CC=O | CC(O)CC=O | C1CCNC1 | C=O | NCCCCCC=O | C1CCNC1 | C=O | NC(=O)CCCC=O | O=CCCO | CCC=O | c1c[nH]cn1 | NC(=O)CCC=O | O=CCCC(=O)O | CC=O | O=CCCC(=O)O | CCC=O | c1ccccc1 | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC(C)CC=O | C1CCNC1 | C=O | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC=O | Oc1ccccc1 | CC(C)CCC=O | NC(=O)CCCC(=O)O | CCC(N)=O | CC(N)=O | CCCCN | CCC(=O)O | CC(=O)O | CO | CC(C)C
bivalirudin,27,CCC(C)CC=O | C1CCNC1 | C=O | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC=O | Oc1ccccc1 | CC(C)CCC(=O)O | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC=O | c1ccccc1 | O=CCCC(=O)O | CC=O | NC(=O)CCC=O | CC=O | CC=O | CC=O | CC=O | C=O | C1CCNC1 | CCCCC=O | N=C(N)N | C=O | C1CCNC1 | CC(N)C=O | c1ccccc1
enfuvirtide,43,CCC(C)CC=O | O=CCCCC(=O)O | O=CCCCC(=O)O | O=CCCO | NC(=O)CCCC=O | NC(=O)CCC=O | NC(=O)CCCC=O | NC(=O)CCCC=O | O=CCCCC(=O)O | NCCCCCC=O | NC(=O)CCC=O | O=CCCCC(=O)O | NC(=O)CCCC=O | O=CCCCC(=O)O | CC(C)CCC=O | CC(C)CCC=O | O=CCCCC(=O)O | CC(C)CCC=O | O=CCCC(=O)O | NCCCCCC=O | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | O=CCCO | CC(C)CCC=O | CCC=O | c1ccc2[nH]ccc2c1 | NC(=O)CCC=O | CCC=O | c1ccc2[nH]ccc2c1 | CCC(N)=O | c1ccccc1 | CC(C)CCC=O | O=CCCO | CCC=O | c1c[nH]cn1 | CCC(C)CC=O | CC(C)CCC=O | O=CCCO | CC(O)CC=O | CCC=O | Oc1ccccc1 | CC=O
ganirelix,20,CC | NC(N)=NCCCCCC=O | CC(C)CCC=O | NC(N)=NCCCCCC=O | CC | CC | C1CCNC1 | C=O | CCC(N)=O | CCC=O | Oc1ccccc1 | O=CCCO | CCC=O | c1ccncc1 | CCC=O | Clc1ccccc1 | CCC=O | c1ccc2ccccc2c1 | CC=O | CC
abarelix,18,CC(C)CCC=O | CCCCCC=O | CCC | C1CCNC1 | C=O | CCC(N)=O | NC(=O)CCC=O | CCC=O | Oc1ccccc1 | CN | O=CCCO | CCC=O | c1ccncc1 | CCC=O | Clc1ccccc1 | CCC=O | c1ccc2ccccc2c1 | CC=O
corticotropin,54,CC(C)CCC=O | O=CCCCC(=O)O | CCC(=O)O | c1ccccc1 | C=O | C1CCNC1 | CCC=O | c1ccccc1 | CCC=O | O=CCCCC(=O)O | CCC=O | O=CCCO | O=CCCCC(=O)O | O=CCCC(=O)O | O=CCCCC(=O)O | CCC=O | CC=O | NC(=O)CCC=O | C=O | C1CCNC1 | CCC=O | Oc1ccccc1 | CC(C)CC=O | NCCCCCC=O | CC(C)CC=O | C=O | C1CCNC1 | CCCCC=O | N=C(N)N | CCCCC=O | N=C(N)N | NCCCCCC=O | NCCCCCC=O | CC=O | CC(C)CC=O | C=O | C1CCNC1 | NCCCCCC=O | CC=O | CCC=O | c1ccc2[nH]ccc2c1 | CCCCC=O | N=C(N)N | CCC=O | c1ccccc1 | CCC=O | c1c[nH]cn1 | O=CCCCC(=O)O | CCCC=O | CS | O=CCCO | CCC=O | Oc1ccccc1 | NC(C=O)CO
insulin.aspart,61,CCC(C)CC=O | CC(C)CC=O | O=CCCCC(=O)O | NC(=O)CCCC=O | O=CCCS | O=CCCS | CC(O)CC=O | O=CCCO | CCC(C)CC=O | O=CCCS | O=CCCO | CC(C)CCC=O | CCC=O | Oc1ccccc1 | NC(=O)CCCC=O | CC(C)CCC=O | O=CCCCC(=O)O | NC(=O)CCC=O | CCC=O | Oc1ccccc1 | O=CCCS | NC(=O)CCC(=O)O | NCC=O | CC(C)CCC=O | CCC=O | Oc1ccccc1 | CC(C)CCC=O | CC(C)CC=O | O=CCCS | CC=O | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CC=O | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CCC=O | Oc1ccccc1 | CC(O)CC=O | O=CCCC(=O)O | NCCCCCC=O | CC(O)CC(=O)O | CCC=O | O=CCCCC(=O)O | CC(C)CC=O | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | O=CCCO | CC=O | O=CCCS | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCCC=O | NC(=O)CCC=O | CC(C)CC=O | CC(N)C=O | c1ccccc1
